gauge_id,tmax,tmin,tavg,srad_lw.w.m2.,srad_sw.w.m2.,wind_u.m.s.,wind_v.m.s.,wind.m.s.,rel_hum...,sm_lvl1.kg.m2.,sm_lvl2.kg.m2.,sm_lvl3.kg.m2.,sm_lvl4.kg.m2.,p,pet,aet,evap_canopy.mm.day.,evap_surface.mm.day.,tmax_djf,tmax_jjas,tmax_mam,tmax_on,tmin_djf,tmin_jjas,tmin_mam,tmin_on,tavg_djf,tavg_jjas,tavg_mam,tavg_on,p_djf,p_jjas,p_mam,p_on,pet_djf,pet_jjas,pet_mam,pet_on,aet_djf,aet_jjas,aet_mam,aet_on,evap_canopy.mm.day._djf,evap_canopy.mm.day._jjas,evap_canopy.mm.day._mam,evap_canopy.mm.day._on,evap_surface.mm.day._djf,evap_surface.mm.day._jjas,evap_surface.mm.day._mam,evap_surface.mm.day._on,spei3_drought_count,spei6_drought_count,spei12_drought_count,spei24_drought_count,spei3_drought_valid_n,spei6_drought_valid_n,spei12_drought_valid_n,spei24_drought_valid_n,spei3_drought_max_spell,spei6_drought_max_spell,spei12_drought_max_spell,spei24_drought_max_spell,spei3_drought_count_frac,spei6_drought_count_frac,spei12_drought_count_frac,spei24_drought_count_frac,urban_pct,Total_Dams_So_Far,Total_Volume_So_Far,num_dams,res_store_sum,total_storage,geol_porosity,geol_permeability,carb_rocks_frac,lai_mean,lai_min,lai_max,lai_diff,soil_depth,soil_conductivity_top,soil_conductivity_sub,soil_awc_top,soil_awc_sub,soil_awsc_min,soil_awsc_max,soil_awsc_major,sand_frac_top,sand_frac_sub,silt_frac_top,silt_frac_sub,clay_frac_top,clay_frac_sub,gravel_frac_top,gravel_frac_sub,bulkdens_top_major,bulkdense_top_mean,bulkdens_sub_mean,org_carb_top_major,org_carb_top_mean,org_carb_sub_major,org_carb_sub_mean,organic_frac_top,organic_frac_sub,cwc_lat,cwc_lon,elev_mean,elev_median,elev_min,elev_max,slope_mean,slope_median,slope_min,slope_max,cwc_area,dpsbar,sinuosity,tau_mean_dry_down_days,tau_hydro_doy,tau_Zero_Flow_Days_sum,CWC_RIVER,AI,region,Sample
13006,32.83150913642857,19.655917669285714,26.24365043261905,375.67367423571426,289.1811719952381,1.1440237560238096,-0.3962129536190476,2.191770593,50.70089682928572,12.590968437619047,75.69535574261904,184.80691856428572,548.7321519166667,1059.825238095238,1028.0811904761904,535.0345238095238,137.5859523809524,221.22,28.934884832142856,31.798600559756096,38.84802757146341,31.436637344634146,13.01550925452381,23.210033986341465,22.924448567804877,17.364482206585365,20.975106025238095,27.504250300487804,30.886283138536584,24.400443821707317,22.027380952380952,985.0775609756098,15.399512195121952,62.63292682926829,209.33142857142857,315.7970731707317,362.06,160.86219512195123,94.45761904761905,252.88536585365853,61.822682926829266,136.61463414634147,4.388809523809524,114.29707317073171,15.83,6.318780487804878,24.81357142857143,142.79926829268294,24.850731707317074,33.54682926829268,4.976190476190476,1.4523809523809523,1.6666666666666667,1.8571428571428572,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,3.1904761904761907,1.3095238095238095,1.6428571428571428,1.8333333333333333,0.444047619075,0.130059523775,0.151785714275,0.17291666665,0.16642857142857143,10.571428571428571,68.57142857142857,12,0,990567000,0.090844484,0.747252737,0,1.113,0.437,7.643,7.206,1.21517805,5.473944533,2.710056205,0.198376112,0.19550707,50,150,150,21,18,28,28,51,54,5,5,1.23,1.226820084,1.218410042,0.97,0.935020921,0.45,0.45,0.021407144,0.008261688,21.5131,76.7572,559.3646835,548,270,1163,8.612230327,5.651085854,0,102.0978165,6660,9.168334696,1.5259,NA,NA,-0.137049942,Tapi,0.558099985,Dry_sub_humid,Test
16014,31.904097947619046,21.45832433857143,26.681197019285715,390.5317999119048,283.53405109285717,0.07374828145238095,0.2940455705,1.6469033864285714,68.3943395252381,15.743662976,63.177098405476194,151.12568767857144,505.35023126666664,1216.6661904761904,1033.520238095238,751.332619047619,139.79333333333332,285.29809523809524,29.005336218809525,31.80461415487805,35.74216330853658,30.472850860243902,16.10420004261905,24.298602559756098,23.760522269512194,20.198276688292683,22.554784079047618,28.05148740487805,29.7513308597561,25.335697720243903,31.666190476190476,872.9095121951219,154.03170731707317,186.96121951219513,218.32095238095238,326.0292682926829,345.74853658536585,163.30439024390245,156.04857142857142,289.2512195121951,164.889756097561,155.6621951219512,5.273095238095238,94.68048780487806,32.834634146341465,10.286097560975609,30.958809523809524,159.05975609756098,64.82024390243903,36.66268292682927,3.761904761904762,1.880952380952381,1.880952380952381,1.6428571428571428,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,2.142857142857143,1.7142857142857142,1.5476190476190477,1.4285714285714286,0.33779761905,0.16964285715,0.16458333335,0.14970238095,0.5272142857142857,9,257.4095238095238,5,3875,419497000,0.026546536,0.724213673,0,1.371,0.278,3.83,3.552,2.827968431,14.50951278,4.814933324,0.251424951,0.268034709,100,150,150,81,69,7,8,12,23,10,10,1.56,1.512604502,1.408231511,0.53,0.570353698,0.26,0.302475884,0.02915351,0.011228187,18.3133,83.8842,410.0957798,337,-1,1614,16.47905634,8.029576302,0,160.7160492,9500,15.56368566,1.3419,NA,NA,-0.023228804,Nagavali,0.594200015,Dry_sub_humid,Test
12006,31.833833790238096,18.698179842619048,25.266029842380952,372.57748633333335,288.87575419285713,1.4406874445,-0.5590626125238095,2.5454735045714285,50.55806628571428,12.132531517095238,77.56679734142857,164.80144350238095,586.4283390761905,1100.969761904762,1018.6140476190476,482.7804761904762,136.1052380952381,189.33761904761906,27.098580587857143,31.56120151878049,37.675363202682924,30.41004798097561,10.937689465761904,23.399658136341465,21.65272799609756,16.23593762390244,19.018090865238094,27.48049380317073,29.6640721097561,23.32301079585366,46.98571428571429,1008.3436585365854,30.06609756097561,41.28121951219512,198.44166666666666,329.72951219512197,351.00463414634146,159.44243902439024,72.54642857142858,253.94682926829267,40.97170731707317,125.32121951219513,6.109047619047619,109.31048780487805,18.149268292682926,5.707073170731707,15.593571428571428,138.10756097560974,18.710975609756098,21.163170731707318,4.619047619047619,1.4761904761904763,1.7619047619047619,1.880952380952381,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,3.2142857142857144,1.3571428571428572,1.4523809523809523,1.7857142857142858,0.4086309524,0.1395833333,0.1601190476,0.17499999995,0.1376904761904762,0.7619047619047619,16.076190476190476,0,0,30045000,0.092479883,0.749200263,0,0.832,0.383,7.333,6.95,1.337744839,6.003487852,2.455860207,0.186564216,0.177294609,125,125,125,16,15,29,28,55,57,4,5,1.21,1.210384615,1.21,0.75,0.767307692,0.45,0.456923077,0.018660655,0.006856486,22.9278,79.3397,559.4917926,583,346,895,5.64418675,3.415314198,0,59.4763298,1508,6.912420267,1.5083,NA,NA,0.049941928,Narmada,0.643899977,Dry_sub_humid,Test
12020,32.368495800714285,18.81220253952381,25.590362221904762,377.7457270809524,291.93396179285713,1.273388234190476,-0.25808040635714286,2.4018408561904763,49.36570215047619,11.792292423166666,75.02991983714286,176.00653835,551.2808036333333,1050.3933333333334,978.3507142857143,586.2457142857143,130.08357142857142,209.7002380952381,27.704125939047618,31.953008796341464,38.06813096512195,31.363950419512197,11.225772557857143,23.355855657560976,21.697028102195123,16.555457816341463,19.46495679857143,27.654376248780487,29.882696183170733,23.95967213097561,28.065,987.0836585365854,19.01560975609756,41.16390243902439,193.62738095238095,309.7378048780488,339.59926829268295,154.5258536585366,115.95738095238094,237.46365853658537,110.0109756097561,134.2841463414634,4.0719047619047615,111.04780487804878,12.94829268292683,5.089024390243902,20.15809523809524,145.57463414634145,21.910975609756097,26.67951219512195,4.4523809523809526,1.6428571428571428,2.0238095238095237,1.5714285714285714,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,2.8333333333333335,1.4285714285714286,2.0238095238095237,1.5714285714285714,0.392559523775,0.1452380952,0.17708333335,0.138988095225,0.4266666666666667,114.80952380952381,13040.102380952381,54,0,0,0.112492015,0.738243545,0,0.963,0.034,8.943,8.909,8.801091889,8.698677197,3.676622096,0.195176609,0.191427525,25,150,125,16,15,29,28,55,57,4,5,1.21,1.239501953,1.217571429,0.75,0.949580078,0.45,0.440983073,0.018166419,0.007361269,21.8864,73.6544,439.4832859,397,9,1317,5.884934862,2.719727516,0,161.1884308,87892,6.155111609,1.5237,NA,NA,0,Narmada,0.57249999,Dry_sub_humid,Test
4028,33.22563917642857,22.555778409761906,27.890696905,412.2601706738095,283.29173147380953,0.032666577952380954,0.7833381040714286,2.4243629318809523,60.57662135452381,12.834641565523809,71.10018105095239,168.88024978809523,568.2028393928572,1066.5654761904761,1085.862380952381,639.6338095238095,129.23190476190476,258.9164285714286,30.467673853333334,32.929626149512195,37.55977200463415,31.234794081951218,18.07874187190476,24.73650939609756,24.79833775219512,21.379920032195123,24.27306688642857,28.833052778780488,31.179111876829268,26.307413034634145,24.52190476190476,840.0773170731708,86.06463414634146,141.31731707317073,228.65738095238095,352.58975609756095,361.2753658536585,164.24731707317073,132.66452380952381,278.42536585365855,88.45146341463415,152.45756097560977,4.2995238095238095,96.53975609756098,18.572439024390246,12.867317073170732,22.140238095238097,177.6860975609756,27.271951219512196,37.59317073170732,4.285714285714286,1.6666666666666667,2.0476190476190474,1.9761904761904763,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,2.9761904761904763,1.380952380952381,1.9047619047619047,1.7380952380952381,0.38333333334999997,0.1494047619,0.180654761875,0.17738095239999999,1.1919047619047618,3,76.5,1,0,78140000,0.031295775,0.723365913,0,1.047,0.431,2.331,1.899,1.543851053,18.05598913,6.316664983,0.238719,0.252084011,125,150,125,47,39,29,27,24,34,9,8,1.39,1.307833333,1.272,0.86,1.024333333,0.38,0.500833333,0.024691565,0.010066972,16.9181,80.3558,127.9996944,111,44,791,3.753917936,1.52037394,0,85.01596069,1850,2.549640311,1.1871,-0.104761905,0.110294118,0.253193961,Krishna,0.531700015,Dry_sub_humid,Test
3073,33.17015781047619,20.33564617357143,26.752909283333334,387.1549681452381,290.7080864595238,0.8003777857619048,-0.1315655452857143,2.3621716897857143,52.22423046428571,12.30859140102381,70.32468736261904,164.04537700476192,527.7614674571429,1043.050238095238,1056.2559523809523,582.7371428571429,141.9597619047619,234.52785714285713,30.03225717690476,32.04451619414634,38.78909862121951,31.436441423658536,14.423701446428572,23.362301079268292,23.318313891463415,18.451711315365852,22.227927868809523,27.703370651707317,31.053809650487803,24.94411035609756,21.298571428571428,924.8282926829269,39.4690243902439,82.37512195121951,221.19095238095238,331.40634146341466,357.88560975609755,166.14048780487803,101.01857142857143,264.72731707317075,86.36682926829268,142.37365853658537,4.133571428571429,109.39878048780488,22.551463414634146,9.237560975609757,22.812142857142856,151.15121951219513,31.904146341463417,33.82414634146341,4.428571428571429,1.5,1.7142857142857142,1.5952380952380953,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,2.5714285714285716,1.3095238095238095,1.5476190476190477,1.5714285714285714,0.393154761925,0.134226190425,0.154464285725,0.149999999975,0.7687380952380952,1012.6190476190476,31599.07380952381,702,0,46647080665,0.076415275,0.736692162,0,0.964,0.151,9.039,8.888,3.627062876,9.742901882,3.968127711,0.209120768,0.211048165,25,150,125,16,15,29,28,55,57,4,5,1.21,1.304661597,1.265220633,0.75,0.88390503,0.45,0.392079358,0.019460909,0.008718803,18.5872,80.3958,442.1184399,436,70,1528,4.016613144,1.968824387,0,156.9631348,268200,4.128463358,1.5659,NA,NA,0.059233449,Godavari,0.632000029,Dry_sub_humid,Test
17024,32.29017581238095,21.404730835238094,26.847451386190475,392.6743319404762,304.67088154761905,0.17323469345238096,-0.057573810619047615,3.3054545395714285,60.437763455,12.665490216619048,61.03540686642857,145.92288731904762,486.8544343666667,815.2366666666667,1084.2338095238094,698.6940476190476,164.8247619047619,280.1878571428571,29.872995476190475,32.51669932,35.8686903497561,29.933018792439025,18.157017242142857,22.83269492170732,23.080204135365854,20.85295081878049,24.015053307857144,27.674718113414635,29.474416754390244,25.392906837317074,59.77595238095238,395.29,125.71658536585366,252.88,239.90571428571428,363.8329268292683,338.6039024390244,162.48463414634145,152.56642857142856,270.8119512195122,140.1621951219512,148.47365853658536,8.241904761904761,93.00024390243902,42.36170731707317,25.04,44.91904761904762,126.48268292682927,53.62853658536585,60.89585365853659,4.190476190476191,1.6666666666666667,1.5952380952380953,1.380952380952381,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,2.5952380952380953,1.5952380952380953,1.5476190476190477,1.380952380952381,0.3830357143,0.153273809525,0.15,0.13125,2.6162857142857145,25.452380952380953,823.5404761904762,7,0,333259000,0.01290024,0.723022668,0,0.904,0.239,7.552,7.313,2.141004054,18.38121708,5.367096469,0.235089416,0.253366447,25,150,150,47,39,29,27,24,34,9,8,1.39,1.384129464,1.320489691,0.86,0.881875,0.38,0.335691964,0.025177383,0.009393274,11.8706,79.4594,573.0516643,526,41,1632,5.739579971,2.294164658,0,124.1236343,12900,5.63563857,1.4448,0.195402299,-0.118618619,-0.072009292,Ponnaiyar,0.562600017,Dry_sub_humid,Test
14008,33.04740407714286,20.918409137142856,26.98285610142857,382.17670951428573,303.1665432047619,1.4526705893333334,0.5699524120714285,2.5316394794761905,55.59376035690476,12.199112346714285,71.60299710547619,178.22324210714285,504.15202805238096,1239.5964285714285,1088.6366666666668,568.8504761904762,160.76142857142858,277.5469047619048,30.580865738809525,31.834994002682926,36.72631760414634,33.51754098390244,14.981256696666668,24.427093162682926,22.662306468536585,20.081055578292684,22.780964007857143,28.131027588780487,29.694276245365852,26.799172331707318,5.591666666666667,1203.081219512195,5.924634146341464,55.096585365853656,222.4904761904762,335.5956097560976,378.0580487804878,173.6180487804878,89.47904761904762,283.01658536585364,63.288536585365854,144.75829268292682,1.6338095238095238,150.56682926829268,4.824634146341463,7.617317073170732,39.42642857142857,165.02560975609757,26.564634146341465,52.3380487804878,4.928571428571429,1.4761904761904763,2.0952380952380953,1.880952380952381,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,3.2857142857142856,1.4047619047619047,2.0238095238095237,1.7857142857142858,0.43571428575,0.133630952375,0.192261904725,0.175,0.119,0,0,0,0,0,0.090000004,0.749894209,0,1.191,0.563,7.616,7.053,1.183303085,10.21459854,5.375852245,0.203497754,0.211013087,125,150,150,49,38,28,23,23,39,10,5,1.4,1.368225806,1.303709677,0.58,0.690806452,0.4,0.410322581,0.022830385,0.009190532,21.0156,73.1394,308.2101891,295,9,1440,9.688818712,5.855072021,0,128.8448486,1995,9.24112021,1.5071,NA,NA,0.227642276,Purna,0.912100017,Humid,Test
7009,31.840277864285714,19.94458533,25.892438993095237,385.4631173357143,281.5160689190476,0.6442648185714286,0.10998796092857142,1.833083954952381,62.59262762642857,15.381070436404762,65.63358767047619,172.60738604761906,534.7503468904762,1379.0730952380952,1007.5240476190477,684.2757142857142,134.63619047619048,261.0992857142857,27.33533827547619,32.23098760487805,36.781039235609754,30.106481407560977,12.740179495,24.25104158390244,22.31992311829268,18.34696121512195,20.037681972142856,28.24108356609756,29.550551430487804,24.22665733707317,39.36119047619047,1143.3943902439025,123.41439024390243,105.5790243902439,195.34857142857143,330.3721951219512,346.02390243902437,155.58853658536586,130.225,277.380243902439,148.59268292682927,141.59121951219512,3.7092857142857145,107.74341463414635,19.23829268292683,7.138536585365854,29.224285714285713,152.46365853658537,52.17439024390244,32.89243902439024,3.6904761904761907,1.6904761904761905,2,2.0714285714285716,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,2.357142857142857,1.5238095238095237,1.6666666666666667,1.9285714285714286,0.326488095225,0.15357142855,0.17916666665,0.188690476175,0.37897619047619047,28.166666666666668,7743.047619047619,17,0,6883802143,0.056427093,0.725216176,0,1.187,0.195,7.803,7.609,4.94888684,10.99895263,4.253329459,0.240351963,0.254163022,25,150,150,79,68,11,10,23,22,7,4,1.39,1.486168371,1.401640625,0.53,0.877608183,0.3,0.225263572,0.028035571,0.012716044,20.8897,86.0142,384.9126669,360,9,1174,7.985951366,3.869321108,0,167.9461365,33955,7.863350582,2.278,NA,NA,0,Brahmani,0.967700005,Humid,Test
3072,32.231517873095235,19.235195662380953,25.73334863904762,382.1404384214286,286.96908131190474,0.955956710452381,-0.3320589020952381,2.1306466495,51.68927695119048,13.370388254595237,76.69575977523809,178.53023292380954,561.3588959285714,1151.4645238095238,1019.777619047619,572.2890476190477,140.60666666666665,214.4795238095238,27.881646643333333,31.685773690487803,38.15636532341463,30.656385446097563,12.034097078333334,23.385725709268293,22.259371685609757,16.94124350292683,19.957800886666668,27.53571971219512,30.20793743317073,23.79883646512195,39.7402380952381,1053.5434146341463,31.168780487804877,54.12731707317073,206.83,323.58658536585364,348.57243902439023,160.61658536585367,103.60571428571428,253.67317073170733,88.24146341463414,138.2,5.246190476190476,113.88414634146342,18.093658536585366,6.684146341463414,19.83642857142857,147.57439024390243,25.61121951219512,26.204878048780486,4.357142857142857,1.5238095238095237,2,1.9761904761904763,11.166666666666666,11.166666666666666,11.166666666666666,11.166666666666666,2.738095238095238,1.3095238095238095,1.9523809523809523,1.9285714285714286,0.388988095175,0.134821428525,0.174999999975,0.183333333325,0.9366190476190476,114.14285714285714,3950.3166666666666,88,0,8873871100,0.045683363,0.732446331,0,1.086,0.258,7.773,7.515,2.7122133,5.904816566,2.544215792,0.193136605,0.188628166,25,150,125,16,15,29,28,55,57,4,5,1.21,1.263106181,1.217675393,0.75,0.90951664,0.45,0.337083994,0.019844708,0.007617778,20.7931,79.6483,468.3029417,441,172,1204,4.328535854,2.270793915,0,116.3840637,35520,4.890238699,3.2119,NA,NA,0,Godavari,0.7852,Humid,Test
